claim_id,customer_id,age,gender,vehicle_age,vehicle_type,policy_type,premium_amount,claim_amount,accident_type,accident_severity,incident_state,days_since_policy,number_of_previous_claims,police_report,witness_present,medical_cost,repair_cost,claim_status,fraud_reported
CLM100165,CUST22506,57,Male,3,Sedan,Comprehensive,13597.36,319438.51,Vandalism,Total Loss,Karnataka,242,1,Yes,No,18415.9,182439.12,Pending,0
CLM100166,CUST23021,74,Female,3,Sedan,Standalone,19899.64,102650.09,Vandalism,Moderate,Maharashtra,175,0,Yes,No,0.0,61097.2,Under Review,0
CLM100167,CUST27383,48,Male,0,Sedan,Comprehensive,9157.9,47463.84,Vandalism,Minor,Tamil Nadu,369,1,Yes,Yes,0.0,17676.51,Rejected,0
CLM100168,CUST28955,54,Female,0,Van,Third-Party,17543.93,4277.12,Natural Disaster,Minor,Rajasthan,1688,0,Yes,No,,1586.78,Pending,0
CLM100169,CUST25458,48,Male,1,Sedan,Zero-Depreciation,10288.91,26472.78,Rollover,Minor,Uttar Pradesh,490,1,No,Yes,2595.84,17040.36,Approved,0
CLM100170,CUST25209,49,Female,3,Van,Comprehensive,12782.83,18018.89,Theft,Minor,Karnataka,579,4,Yes,No,7362.89,5348.09,Under Review,1
CLM100171,CUST20187,32,Male,8,Truck,Comprehensive,13552.25,34236.91,Rollover,Moderate,Tamil Nadu,533,1,No,No,6847.83,20264.19,Approved,0
CLM100172,CUST20720,52,Female,3,Hatchback,Comprehensive,17608.2,18663.15,Fire,Minor,Gujarat,116,4,Yes,No,4634.43,6529.63,Approved,1
CLM100173,CUST22986,44,Male,1,Sedan,Comprehensive,17530.41,197875.73,Theft,Total Loss,West Bengal,89,0,Yes,Yes,14250.68,86376.67,Under Review,1
CLM100174,CUST23358,23,Male,10,SUV,Comprehensive,21106.2,59380.4,Collision,Moderate,Tamil Nadu,575,0,No,Yes,4220.43,21459.38,Under Review,0
CLM100175,CUST23073,45,Female,1,Sedan,Comprehensive,15408.27,29036.69,Fire,Minor,Maharashtra,47,1,Yes,Yes,425.88,9707.33,Rejected,0
CLM100176,CUST28101,40,Male,7,SUV,Zero-Depreciation,8837.72,32034.1,Fire,Moderate,Maharashtra,12,4,No,Yes,8530.57,14496.46,Approved,1
CLM100177,CUST22106,61,Male,4,Hatchback,Standalone,9821.74,100120.1,Fire,Severe,Punjab,149,0,Yes,No,14237.99,28728.88,Approved,0
CLM100178,CUST28729,41,Male,2,Sedan,Comprehensive,17426.98,25082.77,Fire,Minor,Delhi,560,1,No,Yes,5541.78,10396.28,Approved,0
CLM100179,CUST26996,28,Female,4,Sedan,Third-Party,16554.61,43677.87,Collision,Severe,Tamil Nadu,81,0,Yes,No,16080.23,16159.8,Rejected,0
CLM100180,CUST22673,35,Male,1,Truck,Comprehensive,20592.38,187791.52,Collision,Total Loss,Rajasthan,914,0,No,No,10479.19,55864.9,Pending,1
CLM100181,CUST20585,40,Female,0,Hatchback,Comprehensive,13197.87,70013.05,Fire,Severe,Uttar Pradesh,43,0,Yes,No,13320.55,18266.41,Approved,0
CLM100182,CUST21450,40,Male,5,Sedan,Zero-Depreciation,9802.24,30710.48,Vandalism,Minor,Maharashtra,21,1,Yes,No,1792.87,14759.12,Under Review,0
CLM100183,CUST22463,42,Female,4,Sedan,Comprehensive,11159.38,78824.35,Theft,Moderate,Uttar Pradesh,368,4,No,No,2154.9,26768.2,Approved,1
CLM100184,CUST27505,38,Male,1,Hatchback,Comprehensive,13814.85,226383.58,Fire,Total Loss,Delhi,378,0,Yes,Yes,12777.81,92387.98,Approved,1
CLM100185,CUST24828,39,Female,3,Sedan,Comprehensive,5172.12,144084.04,Vandalism,Severe,West Bengal,525,4,No,No,20717.83,79384.42,Approved,0
CLM100186,CUST24267,59,Female,0,Motorcycle,Comprehensive,10955.42,171693.25,Theft,Severe,Rajasthan,190,3,Yes,Yes,16351.73,81341.77,Under Review,0
CLM100187,CUST27264,36,Male,0,Motorcycle,Zero-Depreciation,13888.24,121317.97,Rollover,Severe,Punjab,232,0,Yes,No,19350.96,75873.7,Approved,0
CLM100188,CUST22972,44,Female,0,SUV,Zero-Depreciation,8217.88,28247.87,Natural Disaster,Minor,Punjab,6,1,Yes,Yes,4964.83,17530.22,Approved,0
CLM100189,CUST25451,36,Male,0,Hatchback,Third-Party,11883.8,67137.23,Theft,Moderate,Tamil Nadu,619,0,No,Yes,0.0,41067.66,Approved,0
CLM100190,CUST21790,38,Male,6,Sedan,Third-Party,11502.01,21027.56,Rollover,Minor,Punjab,164,3,No,No,2514.9,11092.51,Rejected,1
CLM100191,CUST23093,45,Female,3,Truck,Third-Party,15214.44,25776.15,Theft,Minor,Tamil Nadu,209,0,Yes,Yes,5979.59,9999.27,Approved,0
CLM100192,CUST26383,33,Male,6,Hatchback,Zero-Depreciation,7033.49,23523.0,Theft,Minor,Karnataka,535,0,Yes,Yes,7963.52,10651.99,Rejected,0
CLM100193,CUST20288,22,Female,3,Hatchback,Comprehensive,19949.95,12058.82,Fire,Minor,West Bengal,414,0,Yes,No,3639.51,5389.0,Approved,0
CLM100194,CUST26554,45,Male,15,Hatchback,Zero-Depreciation,17325.72,31289.96,Theft,Moderate,Tamil Nadu,360,1,Yes,No,0.0,15649.11,Under Review,0
CLM100195,CUST21270,41,Female,4,Sedan,Standalone,7554.57,17650.43,Natural Disaster,Minor,Punjab,81,1,Yes,Yes,10645.68,5645.65,Approved,0
CLM100196,CUST22173,38,Male,2,Sedan,Third-Party,4491.3,95518.1,Rollover,Moderate,Tamil Nadu,996,0,No,No,0.0,55879.27,Rejected,0
CLM100197,CUST20663,45,Female,0,SUV,Third-Party,6880.41,18937.66,Rollover,Minor,Maharashtra,461,3,No,No,4148.53,10256.18,Under Review,0
CLM100198,CUST22238,54,Male,6,Motorcycle,Zero-Depreciation,12553.98,61932.69,Theft,Moderate,Telangana,669,0,Yes,Yes,2737.94,17654.53,Approved,0
CLM100199,CUST21987,31,Male,1,SUV,Zero-Depreciation,16565.9,32734.7,Collision,Moderate,Delhi,358,1,No,Yes,4884.57,13760.85,Pending,0
CLM100200,CUST23513,35,Female,1,SUV,Zero-Depreciation,8672.92,36068.03,Fire,Moderate,Telangana,320,1,Yes,Yes,7721.96,12389.24,Rejected,0
CLM100201,CUST22658,61,Female,3,Hatchback,Third-Party,11912.39,98640.91,Natural Disaster,Severe,Rajasthan,1509,1,Yes,No,19649.83,45560.81,Under Review,0
CLM100202,CUST25600,48,Male,4,Sedan,Comprehensive,18453.6,23838.77,Collision,Minor,Uttar Pradesh,153,1,Yes,Yes,2995.41,6973.67,Approved,0
CLM100203,CUST24781,18,Male,3,SUV,Comprehensive,5900.49,36634.18,Rollover,Minor,Maharashtra,243,0,Yes,Yes,10228.79,14112.72,Approved,0
CLM100204,CUST28694,33,Female,0,Sedan,Comprehensive,8149.95,18417.92,Rollover,Minor,Delhi,301,1,Yes,Yes,5022.36,10707.73,Approved,0
CLM100205,CUST22156,35,Female,1,Van,Third-Party,15081.79,31261.26,Vandalism,Minor,Rajasthan,832,4,No,Yes,1043.04,12089.95,Under Review,0
CLM100206,CUST25607,48,Male,0,Sedan,Third-Party,19282.72,42041.01,Theft,Moderate,Karnataka,943,2,Yes,Yes,0.0,10755.22,Approved,0
CLM100207,CUST25799,21,Male,2,Sedan,Zero-Depreciation,14273.97,57710.94,Vandalism,Moderate,Punjab,696,2,Yes,Yes,458.83,28232.4,Approved,0
CLM100208,CUST24271,44,Female,0,Sedan,Comprehensive,12901.08,26836.79,Vandalism,Minor,West Bengal,90,0,Yes,Yes,1352.71,16863.93,Under Review,0
CLM100209,CUST24057,45,Female,1,SUV,Standalone,15352.46,196493.46,Theft,Total Loss,Karnataka,461,4,No,Yes,13326.12,81637.43,Rejected,0
CLM100210,CUST22032,38,Male,13,Hatchback,Standalone,11885.69,65059.98,Theft,Severe,Karnataka,74,0,Yes,Yes,13706.28,32601.44,Rejected,0
CLM100211,CUST25429,39,Male,1,SUV,Comprehensive,12205.15,23464.01,Rollover,Minor,West Bengal,1530,0,Yes,No,0.0,7566.91,Pending,0
CLM100212,CUST21367,47,Female,20,Sedan,Comprehensive,7495.22,48892.97,Vandalism,Moderate,Gujarat,69,4,No,Yes,2208.25,20405.77,Approved,1
CLM100213,CUST25975,46,Male,3,Hatchback,Third-Party,6503.27,40769.1,Theft,Moderate,Tamil Nadu,542,0,No,Yes,9091.92,18560.95,Approved,0
CLM100214,CUST21628,30,Male,4,Sedan,Third-Party,15763.0,43144.01,Fire,Moderate,Rajasthan,111,0,Yes,No,0.0,15162.75,Rejected,0
CLM100215,CUST24604,40,Female,3,Truck,Comprehensive,7595.36,19910.2,Collision,Minor,Maharashtra,554,3,Yes,Yes,0.0,9660.36,Approved,0
CLM100216,CUST21002,40,Female,2,Sedan,Third-Party,17578.13,19142.69,Collision,Minor,Punjab,5,1,No,Yes,2570.58,9108.79,Rejected,0
CLM100217,CUST22573,33,Male,0,Sedan,Zero-Depreciation,10578.98,36883.39,Vandalism,Minor,Tamil Nadu,118,0,Yes,No,0.0,13832.72,Approved,0
CLM100218,CUST20179,40,Male,5,Hatchback,Standalone,7563.88,20528.87,Natural Disaster,Minor,Uttar Pradesh,445,2,Yes,Yes,7139.46,8402.72,Approved,0
CLM100219,CUST23390,39,Female,6,SUV,Zero-Depreciation,12340.92,26426.1,Natural Disaster,Minor,Delhi,61,1,No,No,612.05,12948.45,Approved,0
CLM100220,CUST26692,39,Male,9,Sedan,Zero-Depreciation,10225.53,24325.21,Fire,Minor,Delhi,442,0,Yes,Yes,3998.54,8373.93,Pending,0
CLM100221,CUST23184,47,Male,17,Hatchback,Third-Party,10081.79,21989.85,Fire,Minor,Rajasthan,416,1,No,No,2831.24,12714.99,Rejected,0
CLM100222,CUST25819,58,Male,2,Truck,Standalone,8556.24,7235.38,Collision,Minor,Tamil Nadu,489,3,Yes,Yes,7260.69,2591.88,Approved,0
CLM100223,CUST25481,36,Female,1,SUV,Third-Party,12589.02,26646.74,Vandalism,Minor,Telangana,294,0,Yes,No,2574.65,13007.51,Approved,0
CLM100224,CUST27952,33,Female,4,SUV,Comprehensive,15861.06,17869.29,Rollover,Minor,Telangana,287,0,Yes,No,0.0,4468.95,Pending,0
CLM100225,CUST27446,44,Male,0,Truck,Standalone,15162.12,33993.85,Natural Disaster,Minor,Maharashtra,225,0,No,Yes,1207.1,14538.26,Rejected,0
CLM100226,CUST20499,38,Female,6,SUV,Standalone,13449.37,114909.28,Collision,Severe,Maharashtra,561,0,No,Yes,9315.39,66365.59,Approved,0
CLM100227,CUST20241,39,Male,0,Hatchback,Third-Party,6976.18,111235.05,Rollover,Total Loss,Delhi,216,0,Yes,Yes,,35118.54,Under Review,1
CLM100228,CUST28108,27,Female,9,Sedan,Zero-Depreciation,8378.74,30424.39,Vandalism,Minor,Uttar Pradesh,1244,0,Yes,Yes,443.08,11122.77,Approved,0
CLM100229,CUST28519,57,Female,1,SUV,Zero-Depreciation,15391.31,19650.61,Rollover,Minor,Punjab,538,1,Yes,Yes,2621.5,12424.29,Pending,0
CLM100230,CUST28896,36,Male,11,Sedan,Zero-Depreciation,17916.51,24836.67,Vandalism,Minor,Telangana,167,1,Yes,No,4884.29,14358.81,Rejected,0
CLM100231,CUST22566,26,Female,4,Hatchback,Third-Party,10210.99,61959.64,Theft,Moderate,Rajasthan,222,4,Yes,Yes,6909.26,27170.75,Approved,0
CLM100232,CUST23673,18,Male,2,Sedan,Comprehensive,14028.49,28079.34,Collision,Minor,Rajasthan,178,0,Yes,Yes,1725.49,9777.79,Under Review,0
CLM100233,CUST24213,60,Female,5,Hatchback,Zero-Depreciation,19285.81,138074.32,Theft,Severe,Tamil Nadu,322,1,No,Yes,12388.77,87100.73,Under Review,1
CLM100234,CUST27247,40,Male,2,Sedan,Comprehensive,11355.98,135760.33,Theft,Severe,Delhi,167,4,Yes,No,17771.43,52503.9,Approved,0
CLM100235,CUST23427,18,Female,6,Motorcycle,Comprehensive,16721.06,70069.76,Theft,Moderate,West Bengal,21,0,Yes,No,52.92,23236.94,Approved,1
CLM100236,CUST25556,57,Female,5,Van,Comprehensive,16273.18,44614.32,Rollover,Moderate,Punjab,297,2,Yes,Yes,2878.24,17108.0,Approved,0
CLM100237,CUST26274,43,Male,2,Hatchback,Zero-Depreciation,8757.18,24587.11,Natural Disaster,Moderate,Uttar Pradesh,216,0,Yes,Yes,7103.67,11610.01,Rejected,0
CLM100238,CUST28635,33,Male,0,SUV,Third-Party,13415.16,107351.01,Collision,Moderate,Rajasthan,403,0,Yes,No,73.47,67765.12,Under Review,0
CLM100239,CUST20364,38,Female,5,Sedan,Third-Party,7967.86,28071.36,Natural Disaster,Minor,Karnataka,304,1,Yes,No,3496.29,9173.98,Rejected,0
CLM100240,CUST22568,57,Female,1,SUV,Third-Party,9651.42,113140.38,Rollover,Severe,Karnataka,35,0,Yes,No,6739.67,61644.87,Approved,0
CLM100241,CUST22604,39,Female,2,Sedan,Standalone,9731.01,44639.79,Rollover,Moderate,Maharashtra,291,1,Yes,Yes,560.4,24886.63,Approved,0
CLM100242,CUST28372,40,Female,7,Sedan,Third-Party,17298.95,49526.76,Theft,Moderate,Delhi,121,0,Yes,No,285.43,19648.22,Approved,0
CLM100243,CUST20139,40,Male,3,Hatchback,Third-Party,16772.67,15414.68,Fire,Minor,Uttar Pradesh,398,1,Yes,Yes,2205.26,7228.4,Approved,0
CLM100244,CUST22664,32,Male,0,Truck,Standalone,13013.99,41854.07,Vandalism,Minor,Punjab,788,1,Yes,Yes,995.02,25193.43,Rejected,0
CLM100245,CUST22893,27,Male,0,Motorcycle,Zero-Depreciation,6876.82,49154.74,Natural Disaster,Severe,Maharashtra,451,0,Yes,No,13697.1,28947.61,Approved,0
CLM100246,CUST24712,42,Female,6,Sedan,Third-Party,5194.76,91765.78,Vandalism,Severe,Uttar Pradesh,15,1,No,Yes,14072.7,40858.44,Under Review,1
CLM100247,CUST28614,27,Female,3,Motorcycle,Standalone,6515.78,35296.33,Vandalism,Minor,Uttar Pradesh,13,0,Yes,Yes,1027.42,21100.62,Approved,0
CLM100248,CUST27423,28,Male,1,Sedan,Standalone,8586.92,15098.08,Collision,Minor,Rajasthan,184,1,Yes,No,9737.39,6306.98,Under Review,0
CLM100249,CUST22263,34,Male,5,Sedan,Comprehensive,12443.24,95564.58,Theft,Moderate,Tamil Nadu,777,1,No,Yes,2381.54,56904.54,Pending,1
CLM100250,CUST26852,35,Male,8,Sedan,Third-Party,8154.41,13756.06,Fire,Minor,Karnataka,279,2,Yes,Yes,7566.52,3478.31,Approved,0
CLM100251,CUST20453,18,Male,16,Sedan,Third-Party,10511.04,106841.97,Vandalism,Severe,Maharashtra,509,0,Yes,No,10568.23,45016.87,Approved,0
CLM100252,CUST24017,41,Female,2,SUV,Zero-Depreciation,10622.25,63266.32,Rollover,Moderate,Tamil Nadu,381,3,Yes,No,0.0,39912.04,Under Review,0
CLM100253,CUST21411,33,Female,0,SUV,Comprehensive,17334.16,157516.01,Vandalism,Severe,Rajasthan,119,0,No,No,7562.65,39768.62,Under Review,0
CLM100254,CUST20575,38,Female,4,Truck,Standalone,13460.06,11643.16,Vandalism,Minor,Telangana,304,0,No,Yes,3976.84,6147.45,Approved,0
CLM100255,CUST28972,40,Male,1,Truck,Third-Party,3000.0,31501.19,Fire,Minor,West Bengal,101,1,Yes,Yes,4885.76,9632.44,Rejected,0
CLM100256,CUST25028,50,Female,0,Sedan,Comprehensive,9080.17,34865.18,Rollover,Minor,Tamil Nadu,366,1,No,Yes,1649.4,12436.72,Approved,0
CLM100257,CUST23383,36,Male,5,Sedan,Standalone,9643.21,242934.05,Natural Disaster,Total Loss,Karnataka,496,0,No,Yes,17368.16,60996.67,Under Review,1
CLM100258,CUST23558,18,Male,5,Sedan,Zero-Depreciation,5321.75,20131.58,Fire,Minor,Maharashtra,57,4,No,Yes,0.0,6752.48,Approved,0
CLM100259,CUST23558,30,Female,5,SUV,Third-Party,15293.8,84470.71,Rollover,Severe,Uttar Pradesh,226,0,No,Yes,13653.79,34943.25,Approved,0
CLM100260,CUST22487,47,Male,1,SUV,Comprehensive,15066.13,16357.4,Collision,Minor,Uttar Pradesh,376,3,Yes,Yes,6442.9,9906.05,Rejected,0
CLM100261,CUST27747,18,Male,0,Hatchback,Third-Party,11627.13,78645.27,Collision,Moderate,Uttar Pradesh,236,1,No,Yes,5327.12,23246.47,Rejected,0
CLM100262,CUST23862,52,Female,3,Sedan,Comprehensive,11437.59,44610.46,Theft,Moderate,Karnataka,138,1,Yes,Yes,15370.57,23053.53,Approved,0
CLM100263,CUST22791,43,Male,1,Hatchback,Third-Party,16986.19,31172.78,Fire,Minor,West Bengal,235,3,No,No,0.0,19418.75,Under Review,0
CLM100264,CUST26208,23,Male,10,Sedan,Comprehensive,15435.0,31115.19,Fire,Minor,Karnataka,1466,4,No,Yes,6341.7,17135.69,Rejected,0
CLM100265,CUST24306,39,Female,0,SUV,Comprehensive,9009.76,21697.01,Natural Disaster,Minor,Gujarat,1055,1,Yes,No,0.0,11347.64,Rejected,0
CLM100266,CUST24367,49,Male,0,Sedan,Third-Party,11979.2,25773.61,Theft,Minor,Uttar Pradesh,814,2,,No,0.0,7493.72,Pending,0
CLM100267,CUST22312,35,Male,2,Hatchback,Comprehensive,17305.27,18360.28,Natural Disaster,Minor,Uttar Pradesh,559,2,Yes,No,1935.48,5394.18,Approved,0
CLM100268,CUST27132,43,Female,5,Hatchback,Zero-Depreciation,6963.27,127654.92,Collision,Severe,Maharashtra,473,0,Yes,Yes,18927.12,48372.27,Under Review,0
CLM100269,CUST23671,44,Female,7,Sedan,Comprehensive,16612.26,151950.92,Natural Disaster,Total Loss,Telangana,150,4,Yes,No,12384.48,93591.73,Approved,1
CLM100270,CUST22064,31,Male,4,Sedan,Third-Party,15855.16,336991.69,Fire,Total Loss,Punjab,562,0,Yes,No,8338.76,202700.03,Approved,0
CLM100271,CUST27170,37,Female,0,SUV,Comprehensive,14200.88,24172.84,Natural Disaster,Minor,Telangana,29,2,Yes,Yes,0.0,13136.9,Under Review,0
CLM100272,CUST27634,39,Female,0,SUV,Third-Party,10826.54,19467.69,Rollover,Minor,Karnataka,285,0,No,No,5969.84,5700.37,Under Review,0
CLM100273,CUST27824,30,Female,2,Sedan,Zero-Depreciation,3000.0,210852.24,Collision,Total Loss,Punjab,1100,4,No,Yes,14049.06,106115.92,Under Review,1
CLM100274,CUST23933,26,Female,3,Sedan,Zero-Depreciation,15146.54,12267.14,Rollover,Minor,Karnataka,207,1,No,Yes,9923.41,4228.72,Approved,0
CLM100275,CUST24653,30,Female,6,Sedan,Third-Party,10653.68,92148.08,Fire,Moderate,Telangana,38,0,No,No,6507.16,32019.92,Approved,0
CLM100276,CUST23896,37,Male,1,Truck,Comprehensive,13011.54,84003.83,Collision,Severe,Gujarat,142,0,Yes,Yes,17367.08,29360.92,Pending,0
CLM100277,CUST22148,33,Female,1,Sedan,Comprehensive,14201.65,106777.32,Fire,Severe,Telangana,854,4,No,Yes,17076.14,49124.14,Approved,1
CLM100278,CUST27777,48,Male,16,SUV,Third-Party,8404.7,10535.24,Vandalism,Minor,Maharashtra,28,1,Yes,Yes,3278.16,4494.35,Approved,1
CLM100279,CUST26790,35,Female,3,Hatchback,Comprehensive,18250.61,132230.13,Theft,Severe,Uttar Pradesh,34,0,Yes,Yes,17316.06,57203.22,Approved,0
CLM100280,CUST23767,47,Male,0,SUV,Zero-Depreciation,10673.43,43290.54,Collision,Moderate,Karnataka,11,3,No,Yes,6291.13,24274.24,Rejected,0
CLM100281,CUST26866,38,Male,1,Van,Comprehensive,7741.3,79625.99,Rollover,Severe,Uttar Pradesh,527,1,Yes,Yes,17588.39,42278.39,Approved,0
CLM100282,CUST24602,50,Female,5,Sedan,Third-Party,15549.53,48810.72,Collision,Moderate,Punjab,390,0,Yes,Yes,3951.59,25658.46,Approved,0
CLM100283,CUST24327,30,Female,13,Sedan,Standalone,14666.39,58321.19,Theft,Moderate,Maharashtra,80,1,Yes,Yes,4427.84,20593.88,Under Review,0
CLM100284,CUST20341,50,Male,5,Truck,Comprehensive,13522.46,51445.74,Fire,Moderate,Delhi,94,0,No,Yes,3928.86,28553.09,Rejected,0
CLM100285,CUST24793,44,Male,10,Sedan,Comprehensive,14231.12,47867.07,Natural Disaster,Moderate,Karnataka,805,1,Yes,Yes,3723.1,20535.03,Approved,0
CLM100286,CUST27136,36,Female,4,Sedan,Third-Party,16984.04,47928.31,Natural Disaster,Moderate,West Bengal,648,0,Yes,Yes,1383.02,21685.45,Under Review,0
CLM100287,CUST22234,18,Male,6,SUV,Zero-Depreciation,15521.83,52047.8,Theft,Moderate,Uttar Pradesh,165,0,Yes,Yes,8818.63,15235.87,Approved,0
CLM100288,CUST24318,41,Male,0,Hatchback,Zero-Depreciation,9918.19,21708.3,Fire,Minor,Maharashtra,141,1,,Yes,1666.82,11193.09,Approved,0
CLM100289,CUST27735,21,Female,3,SUV,Zero-Depreciation,13350.26,40311.32,Theft,Moderate,Punjab,459,0,Yes,Yes,1680.64,19482.88,Under Review,0
CLM100290,CUST28329,37,Female,2,Sedan,Comprehensive,5579.96,91329.48,Fire,Severe,West Bengal,46,0,Yes,Yes,11661.12,50461.73,Approved,0
CLM100291,CUST23202,56,Female,10,Hatchback,Zero-Depreciation,17919.62,126526.32,Fire,Severe,Gujarat,251,0,No,Yes,13510.03,40482.55,Rejected,0
CLM100292,CUST28267,28,Male,0,Truck,Standalone,11628.09,138429.04,Vandalism,Severe,Rajasthan,1026,0,Yes,No,12863.04,80922.28,Approved,0
CLM100293,CUST24492,32,Female,5,SUV,Comprehensive,9779.74,128112.85,Rollover,Severe,Uttar Pradesh,46,0,Yes,Yes,11804.32,72140.12,Pending,0
CLM100294,CUST20556,43,Female,0,Sedan,Comprehensive,15373.12,188542.8,Vandalism,Total Loss,Karnataka,420,0,Yes,No,16337.84,65501.91,Pending,1
CLM100295,CUST24382,70,Female,0,Truck,Comprehensive,15722.22,22715.86,Natural Disaster,Minor,Gujarat,84,0,Yes,No,8301.1,13959.73,Rejected,0
CLM100296,CUST26524,24,Male,2,SUV,Comprehensive,8997.22,46395.48,Fire,Moderate,Punjab,522,1,Yes,Yes,1708.45,17681.27,Approved,0
CLM100297,CUST27315,56,Male,18,Motorcycle,Comprehensive,17050.68,156379.2,Theft,Severe,Karnataka,293,0,Yes,No,13850.91,81058.53,Rejected,0
CLM100298,CUST20712,35,Male,3,Hatchback,Zero-Depreciation,18236.05,28298.45,Natural Disaster,Minor,Rajasthan,284,0,Yes,Yes,1999.57,15502.99,Pending,0
CLM100299,CUST21778,34,Male,4,SUV,Third-Party,15740.04,167718.65,Fire,Severe,Uttar Pradesh,485,0,Yes,,16260.98,74389.93,Under Review,0
CLM100300,CUST25325,22,Male,1,Sedan,Comprehensive,7818.88,65501.44,Theft,Moderate,Telangana,31,0,Yes,Yes,5845.64,22745.36,Under Review,1
CLM100301,CUST24152,42,Female,1,Hatchback,Comprehensive,13030.26,45158.61,Rollover,Moderate,Rajasthan,696,0,Yes,No,2049.27,21571.91,Pending,0
CLM100302,CUST25495,43,Female,7,Motorcycle,Comprehensive,5864.9,154787.29,Collision,Severe,Gujarat,645,1,Yes,No,17924.0,98622.08,Under Review,0
CLM100303,CUST20668,50,Male,2,Hatchback,Comprehensive,18130.81,52812.71,Theft,Moderate,Rajasthan,542,0,Yes,No,0.0,22510.96,Under Review,0
CLM100304,CUST26164,42,Female,0,Motorcycle,Third-Party,12582.58,9227.69,Natural Disaster,Minor,West Bengal,1129,0,Yes,Yes,5974.61,5119.28,Approved,0
CLM100305,CUST24212,23,Female,1,Truck,Comprehensive,11011.49,58865.73,Theft,Severe,Gujarat,79,2,No,No,15543.7,27184.99,Approved,0
CLM100306,CUST21910,32,Female,2,Sedan,Comprehensive,11995.83,52492.64,Vandalism,Moderate,Uttar Pradesh,367,0,No,No,10584.15,31012.01,Approved,0
CLM100307,CUST22225,46,Female,2,Truck,Comprehensive,17358.36,13527.88,Collision,Minor,Uttar Pradesh,419,2,No,No,,8633.16,Approved,0
CLM100308,CUST24785,18,Male,3,Sedan,Comprehensive,10536.77,98627.88,Collision,Total Loss,West Bengal,10,0,Yes,Yes,15598.39,58368.59,Rejected,1
CLM100309,CUST21104,54,Male,15,Sedan,Third-Party,15204.14,143372.97,Vandalism,Severe,Gujarat,95,2,Yes,No,13370.16,87551.06,Pending,0
CLM100310,CUST20359,23,Female,3,Sedan,Zero-Depreciation,8088.21,94400.74,Theft,Severe,Maharashtra,327,1,Yes,Yes,16759.3,23660.65,Approved,0
CLM100311,CUST26801,26,Male,4,Sedan,Zero-Depreciation,9508.37,107304.04,Collision,Severe,West Bengal,49,1,Yes,Yes,15906.02,42728.1,Rejected,0
CLM100312,CUST26257,40,Male,5,Sedan,Third-Party,7155.85,107706.06,Collision,Severe,Maharashtra,475,1,Yes,No,15414.24,47378.65,Approved,0
CLM100313,CUST24312,30,Male,5,Sedan,Third-Party,14637.36,50147.0,Collision,Minor,Punjab,42,2,Yes,Yes,4383.35,27925.27,Pending,0
CLM100314,CUST23058,35,Male,2,Truck,Comprehensive,11656.0,47907.82,Theft,Moderate,Uttar Pradesh,376,0,Yes,No,2978.43,17018.39,Under Review,0
CLM100315,CUST26215,34,Male,0,Sedan,Comprehensive,5869.29,174647.06,Theft,Severe,Maharashtra,115,0,Yes,Yes,11883.92,96530.17,Approved,0
CLM100316,CUST20865,43,Female,6,Sedan,Third-Party,5988.62,131152.26,Rollover,Severe,Delhi,324,1,Yes,Yes,8588.37,68551.97,Approved,0
CLM100317,CUST26122,46,Female,1,SUV,Comprehensive,7142.02,26500.52,Theft,Minor,Rajasthan,177,1,No,Yes,0.0,16482.49,Approved,1
CLM100318,CUST20105,41,Female,4,Motorcycle,Zero-Depreciation,8303.32,52730.72,Vandalism,Moderate,Delhi,230,0,Yes,No,0.0,20298.35,Approved,0
CLM100319,CUST20239,19,Male,2,Sedan,Comprehensive,11007.58,36312.24,Vandalism,Minor,Karnataka,493,0,Yes,No,7788.76,19788.33,Under Review,0
CLM100320,CUST25957,32,Male,0,SUV,Comprehensive,10106.8,27800.82,Vandalism,Minor,Delhi,986,1,Yes,Yes,11896.18,12734.06,Rejected,0
CLM100321,CUST27728,54,Female,0,SUV,Third-Party,12232.32,23082.25,Theft,Moderate,West Bengal,533,1,Yes,Yes,3136.12,13847.01,Pending,0
CLM100322,CUST28975,42,Male,1,Van,Third-Party,20360.68,122002.28,Collision,Severe,Punjab,181,1,No,No,19205.97,55324.81,Approved,0
CLM100323,CUST20890,43,Male,6,Motorcycle,Zero-Depreciation,15328.54,30904.79,Rollover,Minor,Punjab,550,0,Yes,No,1185.44,11721.5,Pending,0
CLM100324,CUST26773,18,Male,13,Motorcycle,Third-Party,6011.83,13495.9,Theft,Moderate,West Bengal,365,0,No,No,7368.41,4859.55,Pending,0
CLM100325,CUST24664,38,Male,5,Sedan,Third-Party,8343.91,20947.61,Collision,Minor,Gujarat,66,0,Yes,Yes,0.0,9306.02,Under Review,0
CLM100326,CUST27087,28,Male,11,Sedan,Zero-Depreciation,21544.61,19876.71,Natural Disaster,Minor,Karnataka,285,1,Yes,Yes,3549.3,8798.14,Rejected,0
CLM100327,CUST25256,22,Male,1,Sedan,Zero-Depreciation,15570.07,190509.78,Natural Disaster,Total Loss,Tamil Nadu,189,3,Yes,Yes,10495.05,94519.36,Approved,1
